"Numbers","Your.ID.Number","Institution.Investigator","Def.ID.number","Species","How.Determined","Day","Month","Year","State","site.code","County","date_id","Latitude","Longitude","wkt_lines","How.Located","Host.Env","Which.Host","host_life_stage","host_sex","Which.env","temp_start","humid_start","wind_start","light.start","temp_end","humid_end","wind_end","light_end","temp_avg","humid_avg","wind_avg","light_avg","Life.Stage","Number.of.ticks","Comments","tested","pathogen1_ricketsia","pathogen2_e_chaf","pathogen3_e_ewingii","pathogen4_borrelia","coinfection"
173,"PSU-08AUG2021-04","PSU","PSU08AUG2021_M_T10_NT","Amblyomma americanum","Morphology",8,"August",2021,"KS","Crawford","Crawford","8-Aug-21",37.35,-94.8,NA,"Trap 10","env",NA,NA,NA,"Wood",23.4,85.6,0,"889",30.1,72.2,1.8,"9528",26.75,"78.9",0.9,"5208.5","Male","1","","no",NA,NA,NA,NA,NA
174,"PSU-08AUG2021-04","PSU","PSU08AUG2021_T10_Ny_NT","Amblyomma americanum","Morphology",8,"August",2021,"KS","Crawford","Crawford","8-Aug-21",37.35,-94.8,NA,"Trap 10","env",NA,NA,NA,"Wood",23.4,85.6,0,"889",30.1,72.2,1.8,"9528",26.75,"78.9",0.9,"5208.5","Nymph","1","","no",NA,NA,NA,NA,NA
175,"PSU-08AUG2021-05","PSU","PSU08AUG2021_T11_Ny_NT","Amblyomma americanum","Morphology",8,"August",2021,"KS","Crawford","Crawford","8-Aug-21",37.35,-94.8,NA,"Trap 11","env",NA,NA,NA,"Wood",23.4,85.6,0,"889",30.1,72.2,1.8,"9528",26.75,"78.9",0.9,"5208.5","Nymph","1","","no",NA,NA,NA,NA,NA
176,"PSU-08AUG2021-06","PSU","PSU08AUG2021_T12_Ny_NT","Amblyomma americanum","Morphology",8,"August",2021,"KS","Crawford","Crawford","8-Aug-21",37.35,-94.8,NA,"Trap 12","env",NA,NA,NA,"Wood",23.4,85.6,0,"889",30.1,72.2,1.8,"9528",26.75,"78.9",0.9,"5208.5","Nymph","1","","no",NA,NA,NA,NA,NA
177,"PSU-08AUG2021-07","PSU","PSU08AUG2021_T13_Ny_NT","Amblyomma americanum","Morphology",8,"August",2021,"KS","Crawford","Crawford","8-Aug-21",37.35,-94.8,NA,"Trap 13","env",NA,NA,NA,"Wood",23.4,85.6,0,"889",30.1,72.2,1.8,"9528",26.75,"78.9",0.9,"5208.5","Nymph","1","","no",NA,NA,NA,NA,NA
178,"PSU-08AUG2021-08","PSU","PSU08AUG2021_T15_Ny_NT","Amblyomma americanum","Morphology",8,"August",2021,"KS","Crawford","Crawford","8-Aug-21",37.35,-94.8,NA,"Trap 15","env",NA,NA,NA,"Wood",23.4,85.6,0,"889",30.1,72.2,1.8,"9528",26.75,"78.9",0.9,"5208.5","Nymph","1","","no",NA,NA,NA,NA,NA
179,"PSU-08AUG2021-09","PSU","PSU08AUG2021_T16_Ny_NT","Amblyomma americanum","Morphology",8,"August",2021,"KS","Crawford","Crawford","8-Aug-21",37.35,-94.8,NA,"Trap 16","env",NA,NA,NA,"Wood",23.4,85.6,0,"889",30.1,72.2,1.8,"9528",26.75,"78.9",0.9,"5208.5","Nymph","5","","no",NA,NA,NA,NA,NA
180,"PSU-08AUG2021-10","PSU","","Dermacentor variabilis","Morphology",8,"August",2021,"KS","Crawford","Crawford","8-Aug-21",37.35,-94.8,"LINESTRING (-94.800888417551 37.3516315429391,-94.8018297426786 37.3517986281493)","Drag 7","env",NA,NA,NA,"Pasture",25.8,81,0.6,"20318",31.6,60.3,0.7,"38584",28.7,"70.65",0.65,"29451","Male","2","","","","","","",NA
181,"PSU-08AUG2021-11","PSU","","Dermacentor variabilis","Morphology",8,"August",2021,"KS","Crawford","Crawford","8-Aug-21",37.35,-94.8,"LINESTRING (-94.8008382666933 37.3517168143388,-94.8017650109899 37.3518969543308)","Drag 15","env",NA,NA,NA,"Wood",23.4,85.6,0,"889",30.1,72.2,1.8,"9528",28.7,"78.9",0.9,"5208.5","Female","1","","","","","","",NA
182,"PSU-08AUG2021-11","PSU","","Dermacentor variabilis","Morphology",8,"August",2021,"KS","Crawford","Crawford","8-Aug-21",37.35,-94.8,"LINESTRING (-94.8008382666933 37.3517168143388,-94.8017650109899 37.3518969543308)","Drag 15","env",NA,NA,NA,"Wood",23.4,85.6,0,"889",30.1,72.2,1.8,"9528",28.7,"78.9",0.9,"5208.5","Male","3","","","","","","",NA
606,"PSU-28AUG2021-01","PSU","PSU28AUG2021_T10_Ny_NT","Amblyomma americanum","Morphology",28,"August",2021,"KS","Crawford","Crawford","28-Aug-21",37.35,-94.8,NA,"Trap 10","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Nymph","8","","no",NA,NA,NA,NA,NA
607,"PSU-28AUG2021-02","PSU","PSU28AUG2021_T11_Ny_NT","Amblyomma americanum","Morphology",28,"August",2021,"KS","Crawford","Crawford","28-Aug-21",37.35,-94.8,NA,"Trap 11","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Nymph","7","","no",NA,NA,NA,NA,NA
608,"PSU-28AUG2021-03","PSU","PSU28AUG2021_T12_Ny_NT","Amblyomma americanum","Morphology",28,"August",2021,"KS","Crawford","Crawford","28-Aug-21",37.35,-94.8,NA,"Trap 12","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Nymph","20","","no",NA,NA,NA,NA,NA
609,"PSU-28AUG2021-04","PSU","","Dermacentor variabilis","Morphology",28,"August",2021,"KS","Crawford","Crawford","28-Aug-21",37.35,-94.8,"LINESTRING (-94.8009048907407 37.3516103631238,-94.801850922494 37.3517727417083)","Drag 5","env",NA,NA,NA,"Pasture",29.4,67.7,1.9,"1373",33.4,49,0.7,"8252",31.4,"58.35",1.3,"4812.5","Female","1","","","","","","",NA
610,"PSU-28AUG2021-05","PSU","PSU28AUG2021_T12_Ny_NT","Amblyomma americanum","Morphology",28,"August",2021,"KS","Crawford","Crawford","28-Aug-21",37.35,-94.8,"LINESTRING (-94.8017867146034 37.3518600581879,-94.8008577999455 37.3516842589185)","Drag 12","env",NA,NA,NA,"Wood",26.1,78.6,0,"14.61",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Nymph","3","","no",NA,NA,NA,NA,NA
6,"PSU_no_ticks_06","PSU","",NA,NA,9,"December",2021,"KS","Crawford","Crawford","9-Dec-21",37.35,-94.8,NA,"full_centroid","env",NA,NA,NA,"Centroid",18,74,1.1,"1763",20.3,35.6,6.3,NA,19.15,"54.8",3.7,NA,NA,"0","","no",NA,NA,NA,NA,NA
4,"PSU_no_ticks_04","PSU","",NA,NA,14,"February",2021,"KS","Crawford","Crawford","14-Feb-21",37.35,-94.8,NA,"full_centroid","env",NA,NA,NA,"Centroid",-17.1,73.8,11,NA,-15.6,69.8,10.5,NA,-16.35,"71.8",10.75,NA,NA,"0","","no",NA,NA,NA,NA,NA
3,"PSU_no_ticks_03","PSU","",NA,NA,18,"January",2021,"KS","Crawford","Crawford","18-Jan-21",37.35,-94.8,NA,"full_centroid","env",NA,NA,NA,"Centroid",12.7,43,0.6,"43422",10.4,40.4,7.4,NA,11.55,"41.7",4,NA,NA,"0","","no",NA,NA,NA,NA,NA
361,"PSU-17JUL2021-01","PSU","PSU17JUL2021_F3_Ny_NT","Amblyomma americanum","Morphology",17,"July",2021,"KS","Crawford","Crawford","17-Jul-21",37.35,-94.8,"LINESTRING (-94.8019212770072 37.3516647256663,-94.8009641476516 37.3515106300105)","Flag 3","env",NA,NA,NA,"Pasture",28.1,72.1,1.4,"6901",26.1,75.8,1.2,"3419",27.1,"73.95",1.3,"5160","Nymph","1","","no",NA,NA,NA,NA,NA
362,"PSU-17JUL2021-02","PSU","PSU17JUL2021_F_F12_NT","Amblyomma americanum","Morphology",17,"July",2021,"KS","Crawford","Crawford","17-Jul-21",37.35,-94.8,"LINESTRING (-94.8010205770467 37.3514216451951,-94.8019972396544 37.3515605483215)","Flag 12","env",NA,NA,NA,"Wood",27.3,85.8,0,"1337",29,67.4,1,"2847",28.15,"76.6",0.5,"2092","Female","2","","no",NA,NA,NA,NA,NA
363,"PSU-17JUL2021-02","PSU","PSU17JUL2021_M_F12_NT","Amblyomma americanum","Morphology",17,"July",2021,"KS","Crawford","Crawford","17-Jul-21",37.35,-94.8,"LINESTRING (-94.8010205770467 37.3514216451951,-94.8019972396544 37.3515605483215)","Flag 12","env",NA,NA,NA,"Wood",27.3,85.8,0,"1337",29,67.4,1,"2847",28.15,"76.6",0.5,"2092","Male","1","","no",NA,NA,NA,NA,NA
364,"PSU-17JUL2021-02","PSU","","Dermacentor variabilis","Morphology",17,"July",2021,"KS","Crawford","Crawford","17-Jul-21",37.35,-94.8,"LINESTRING (-94.8010205770467 37.3514216451951,-94.8019972396544 37.3515605483215)","Flag 12","env",NA,NA,NA,"Wood",27.3,85.8,0,"1337",29,67.4,1,"2847",28.15,"76.6",0.5,"2092","Male","2","","","","","","",NA
365,"PSU-17JUL2021-03","PSU","","Dermacentor variabilis","Morphology",17,"July",2021,"KS","Crawford","Crawford","17-Jul-21",37.35,-94.8,NA,"Trap 3","env",NA,NA,NA,"Pasture",28.1,72.1,1.4,"6901",26.1,75.8,1.2,"3419",27.1,"73.95",1.3,"5160","Male","1","","","","","","",NA
366,"PSU-17JUL2021-04","PSU","PSU17JUL2021_F_T9_NT","Amblyomma americanum","Morphology",17,"July",2021,"KS","Crawford","Crawford","17-Jul-21",37.35,-94.8,NA,"Trap 9","env",NA,NA,NA,"Wood",27.3,85.8,0,"1337",29,67.4,1,"2847",28.15,"76.6",0.5,"2092","Female","1","","no",NA,NA,NA,NA,NA
367,"PSU-17JUL2021-04","PSU","","Dermacentor variabilis","Morphology",17,"July",2021,"KS","Crawford","Crawford","17-Jul-21",37.35,-94.8,NA,"Trap 9","env",NA,NA,NA,"Wood",27.3,85.8,0,"1337",29,67.4,1,"2847",28.15,"76.6",0.5,"2092","Male","1","","","","","","",NA
368,"PSU-17JUL2021-05","PSU","PSU17JUL2021_F_T15_NT","Amblyomma americanum","Morphology",17,"July",2021,"KS","Crawford","Crawford","17-Jul-21",37.35,-94.8,NA,"Trap 15","env",NA,NA,NA,"Wood",27.3,85.8,0,"1337",29,67.4,1,"2847",28.15,"76.6",0.5,"2092","Female","2","","no",NA,NA,NA,NA,NA
369,"PSU-17JUL2021-06","PSU","PSU17JUL2021_T16_Ny_NT","Amblyomma americanum","Morphology",17,"July",2021,"KS","Crawford","Crawford","17-Jul-21",37.35,-94.8,NA,"Trap 16","env",NA,NA,NA,"Wood",27.3,85.8,0,"1337",29,67.4,1,"2847",28.15,"76.6",0.5,"2092","Nymph","2","","no",NA,NA,NA,NA,NA
240,"PSU-12JUN2021-01","PSU","PSU12JUN2021_T1_Ny_NT","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 1","env",NA,NA,NA,"Pasture",29.4,67.7,1.9,"1373",33.4,49,0.7,"8252",31.4,"58.35",1.3,"4812.5","Nymph","1","","no",NA,NA,NA,NA,NA
241,"PSU-12JUN2021-01","PSU","","Dermacentor variabilis","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 1","env",NA,NA,NA,"Pasture",29.4,67.7,1.9,"1373",33.4,49,0.7,"8252",31.4,"58.35",1.3,"4812.5","Female","1","","","","","","",NA
242,"PSU-12JUN2021-02","PSU","PSU12JUN2021-T3_F1","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 3","env",NA,NA,NA,"Pasture",29.4,67.7,1.9,"1373",33.4,49,0.7,"8252",31.4,"58.35",1.3,"4812.5","Female","1","AaF1, DvM1, DvM2","yes","R. amblyommatis","NEG","NEG","NEG",1
243,"PSU-12JUN2021-02","PSU","","Dermacentor variabilis","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 3","env",NA,NA,NA,"Pasture",29.4,67.7,1.9,"1373",33.4,49,0.7,"8252",31.4,"58.35",1.3,"4812.5","Male","2","","","","","","",NA
244,"PSU-12JUN2021-03","PSU","PSU12JUN2021_T5_Ny_NT","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 5","env",NA,NA,NA,"Pasture",29.4,67.7,1.9,"1373",33.4,49,0.7,"8252",31.4,"58.35",1.3,"4812.5","Nymph","1","","no",NA,NA,NA,NA,NA
245,"PSU-12JUN2021-03","PSU","","Dermacentor variabilis","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 5","env",NA,NA,NA,"Pasture",29.4,67.7,1.9,"1373",33.4,49,0.7,"8252",31.4,"58.35",1.3,"4812.5","Female","1","","","","","","",NA
246,"PSU-12JUN2021-04","PSU","","Dermacentor variabilis","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 7","env",NA,NA,NA,"Pasture",29.4,67.7,1.9,"1373",33.4,49,0.7,"8252",31.4,"58.35",1.3,"4812.5","Male","1","","","","","","",NA
247,"PSU-12JUN2021-05","PSU","PSU12JUN2021-T9_M1","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 9","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
248,"PSU-12JUN2021-05","PSU","PSU12JUN2021-T9_M2","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 9","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","","yes","NEG","NEG","NEG","NEG",0
249,"PSU-12JUN2021-05","PSU","PSU12JUN2021-T9_Ny_NT","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 9","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Nymph","2","","no",NA,NA,NA,NA,NA
250,"PSU-12JUN2021-06","PSU","PSU12JUN2021_F_T10_NT","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 10","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Female","3","","no",NA,NA,NA,NA,NA
251,"PSU-12JUN2021-06","PSU","PSU12JUN2021_T10_Ny_NT","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 10","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Nymph","1","","no",NA,NA,NA,NA,NA
252,"PSU-12JUN2021-07","PSU","PSU12JUN2021-T11_M1","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 11","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","","yes","NEG","NEG","NEG","NEG",0
253,"PSU-12JUN2021-07","PSU","PSU12JUN2021-T11_M2","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 11","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
254,"PSU-12JUN2021-07","PSU","PSU12JUN2021-T11_M3","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 11","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","","yes","NEG","NEG","NEG","NEG",0
255,"PSU-12JUN2021-07","PSU","PSU12JUN2021-T11_M4","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 11","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","","yes","NEG","NEG","NEG","NEG",0
256,"PSU-12JUN2021-07","PSU","PSU12JUN2021-T11_Ny_NT","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 11","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Nymph","6","","no",NA,NA,NA,NA,NA
257,"PSU-12JUN2021-08","PSU","PSU12JUN2021-T12_F1","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 12","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Female","1","","yes","NEG","NEG","NEG","NEG",0
258,"PSU-12JUN2021-08","PSU","PSU12JUN2021-T12_Ny_NT","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 12","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Nymph","6","","no",NA,NA,NA,NA,NA
259,"PSU-12JUN2021-09","PSU","PSU12JUN2021_T13_F1","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 13","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Female","1","","yes","R. amblyommatis","E. chaff","NEG","NEG",2
260,"PSU-12JUN2021-09","PSU","PSU12JUN2021_T13_M1","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 13","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","","yes","NEG","NEG","NEG","NEG",0
261,"PSU-12JUN2021-09","PSU","PSU12JUN2021_T13_M2","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 13","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","","yes","NEG","NEG","NEG","NEG",0
262,"PSU-12JUN2021-09","PSU","PSU12JUN2021_T13_Ny_NT","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 13","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Nymph","1","","no",NA,NA,NA,NA,NA
263,"PSU-12JUN2021-10","PSU","PSU12JUN2021-T14_F1","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 14","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Female","1","","yes","R.amblyommatis","NEG","NEG","B. lonestari",2
264,"PSU-12JUN2021-10","PSU","PSU12JUN2021-T14_M1","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 14","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
265,"PSU-12JUN2021-10","PSU","PSU12JUN2021-T14_M2","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 14","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","","yes","NEG","NEG","NEG","NEG",0
266,"PSU-12JUN2021-10","PSU","PSU12JUN2021-T14_Ny_NT","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 14","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Nymph","4","","no",NA,NA,NA,NA,NA
267,"PSU-12JUN2021-11","PSU","PSU12JUN2021-T15_M1","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 15","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","","yes","R. amblyommatis","NEG","NEG","NEG",1
268,"PSU-12JUN2021-11","PSU","PSU12JUN2021-T15_Ny_NT","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 15","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Nymph","4","","no",NA,NA,NA,NA,NA
269,"PSU-12JUN2021-12","PSU","PSU12JUN2021-T16_F1","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 16","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Female","1","AaF1, AaN1-4","yes","R. amblyommatis","NEG","NEG","NEG",1
270,"PSU-12JUN2021-12","PSU","PSU12JUN2021-T16_Ny_NT","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,NA,"Trap 16","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Nymph","4","","no",NA,NA,NA,NA,NA
271,"PSU-12JUN2021-13","PSU","PSU12JUN2021-F12_M1","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,"LINESTRING (-94.8010205770467 37.3514216451951,-94.8019972396544 37.3515605483215)","Flag 12","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","AaM1, AaM2","yes","Rickettsia sp.","NEG","NEG","NEG",1
272,"PSU-12JUN2021-13","PSU","PSU12JUN2021-F12_M2","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,"LINESTRING (-94.8010205770467 37.3514216451951,-94.8019972396544 37.3515605483215)","Flag 12","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","AaM1, AaM2","yes","R. amblyommatis","NEG","NEG","NEG",1
273,"PSU-12JUN2021-14","PSU","PSU12JUN2021-F19_F1","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,"LINESTRING (-94.8020580097722 37.3514759042289,-94.8010661546351 37.3513413418251)","Flag 19","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Female","1","","yes","NEG","NEG","NEG","NEG",0
274,"PSU-12JUN2021-14","PSU","PSU12JUN2021-F19_M1","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,"LINESTRING (-94.8020580097722 37.3514759042289,-94.8010661546351 37.3513413418251)","Flag 19","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","","yes","NEG","NEG","NEG","NEG",0
275,"PSU-12JUN2021-14","PSU","PSU12JUN2021-F19_M2","Amblyomma americanum","Morphology",12,"June",2021,"KS","Crawford","Crawford","12-Jun-21",37.35,-94.8,"LINESTRING (-94.8020580097722 37.3514759042289,-94.8010661546351 37.3513413418251)","Flag 19","env",NA,NA,NA,"Wood",26.1,78.6,0,"1461",33.1,58.7,1.1,"11015",29.6,"68.65",0.55,"6238","Male","1","","yes","NEG","NEG","NEG","NEG",0
493,"PSU-23JUN2021-01","PSU","PSU23JUN2021-F6_F1","Amblyomma americanum","Morphology",23,"June",2021,"KS","Crawford","Crawford","23-Jun-21",37.35,-94.8,"LINESTRING (-94.8009815105424 37.3514824153129,-94.8019494917047 37.3516321702461)","Flag 6","env",NA,NA,NA,"Pasture",29.4,55,2.7,"11566",27.6,60.4,9,NA,28.5,"57.7",5.85,NA,"Female","1","","yes","NEG","NEG","NEG","NEG",0
494,"PSU-23JUN2021-01","PSU","PSU23JUN2021-F6_M1","Amblyomma americanum","Morphology",23,"June",2021,"KS","Crawford","Crawford","23-Jun-21",37.35,-94.8,"LINESTRING (-94.8009815105424 37.3514824153129,-94.8019494917047 37.3516321702461)","Flag 6","env",NA,NA,NA,"Pasture",29.4,55,2.7,"11566",27.6,60.4,9,NA,28.5,"57.7",5.85,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
495,"PSU-23JUN2021-01","PSU","PSU23JUN2021-F6_M2","Amblyomma americanum","Morphology",23,"June",2021,"KS","Crawford","Crawford","23-Jun-21",37.35,-94.8,"LINESTRING (-94.8009815105424 37.3514824153129,-94.8019494917047 37.3516321702461)","Flag 6","env",NA,NA,NA,"Pasture",29.4,55,2.7,"11566",27.6,60.4,9,NA,28.5,"57.7",5.85,NA,"Male","1","","yes","NEG","NEG","NEG","NEG",0
496,"PSU-23JUN2021-01","PSU","PSU23JUN2021-F6_Ny_NT","Amblyomma americanum","Morphology",23,"June",2021,"KS","Crawford","Crawford","23-Jun-21",37.35,-94.8,"LINESTRING (-94.8009815105424 37.3514824153129,-94.8019494917047 37.3516321702461)","Flag 6","env",NA,NA,NA,"Pasture",29.4,55,2.7,"11566",27.6,60.4,9,NA,28.5,"57.7",5.85,NA,"Nymph","3","","no",NA,NA,NA,NA,NA
497,"PSU-23JUN2021-02","PSU","PSU23JUN2021-F13_F1","Amblyomma americanum","Morphology",23,"June",2021,"KS","Crawford","Crawford","23-Jun-21",37.35,-94.8,"LINESTRING (-94.8020080914612 37.3515475261534,-94.8010227474081 37.3514107933884)","Flag 13","env",NA,NA,NA,"Wood",25.8,76.8,0,"1633",27.6,55.9,1.2,"4851",26.7,"66.35",0.6,"3242","Female","1","Replicated?","yes","R. amblyommatis","NEG","NEG","NEG",1
498,"PSU-23JUN2021-02","PSU","PSU23JUN2021-F13_F2","Amblyomma americanum","Morphology",23,"June",2021,"KS","Crawford","Crawford","23-Jun-21",37.35,-94.8,"LINESTRING (-94.8020080914612 37.3515475261534,-94.8010227474081 37.3514107933884)","Flag 13","env",NA,NA,NA,"Wood",25.8,76.8,0,"1633",27.6,55.9,1.2,"4851",26.7,"66.35",0.6,"3242","Female","1","Replicated?","yes","R. amblyommatis","NEG","NEG","NEG",1
